"","trenchunit","zone","liters","total_flot","adonis_sp","alkanna_sp","anchusa_sp","astragalus_frigonella_sp","avena_sp","boraginaceae_sp","calendula_sp","capparis_sp","celtis_sp_tournifortii","cf_colchicum_polygonatum","coriandrum_sp","cruciferae_sp_seeds_capsules","culm_nodes_indet_frags","echium_sp","erodium_sp","fumaria_sp","gallium_sp","glume_base_indet","gramineae_indet","hordeum_vulgare_ssp","indet_frag","l_officinale","lathyrus","leguminosae","lens_sp","liliaceae_sp","lithospermum_arvense","malva_parviflora","medicago_sp","cf_medicago_frag","monocotylidonae_capsules","phalaris_sp","pistacia_cf_lentiscus","pisum_cf_elatius","pisum_vicia_pisum_of_all_sizes","polygonum_sp","prunus_amygdalus","pyrus_amygdaloformis","rachis_frag_indet","schoenus_nigricans","seed_indet","sp_no_1","spikelet_fork_indet_frags","teucrium_sp","triticum_sp","t_cf_aestivum_durum","triticum_turgidum_ssp_dicoccum","triticum_monococcum","uthospennum_dlicinale","vicia_ervilia","vicia_lathyrus_sp","vitis_vinifera_ssp_sylvestris"
"88","FAN_207","III",122,53.6,0,1,0,0,160,0,0,1,0,8,0,5,0,0,0,2,0,0,0,3,0,0,0,11,72,25,2,0,1,0,0,3,284,1,5,0,67,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","FAN_208","III",69,82.6,0,0,0,0,131,0,0,1,0,2,0,0,0,0,0,2,0,0,0,9,0,0,2,5,75,4,1,1,0,0,0,0,100,1,3,0,43,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"90","FAN_209",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","FAN_210","III",18,30,1,0,0,0,43,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,1,8,18,7,6,0,2,0,0,0,72,0,2,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"92","FAN_211","III",564,381.3,0,0,0,0,87,0,0,0,0,0,0,2,0,0,0,0,1,0,0,8,0,0,0,2,29,3,0,0,0,0,0,0,239,0,0,0,253,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93","FAN_212","III",564,288.3,4,0,0,0,163,0,0,11,0,6,0,7,0,0,0,1,0,0,0,14,0,0,0,3,66,35,2,0,0,0,0,0,373,0,0,0,77,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94","FAN_213","III",46,27.5,1,0,0,0,12,0,0,2,0,1,0,2,0,0,0,3,0,0,0,2,0,0,0,0,4,0,1,0,0,0,0,0,71,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95","FAN_214","III",11,12.2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96","FAN_215","III",146,152,2,0,0,0,91,0,0,8,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,3,27,1,5,0,0,0,0,0,186,0,1,0,48,27,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"97","FAN_216","III",55,101.4,1,1,0,0,26,0,0,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,8,1,23,0,0,0,0,0,115,0,0,0,59,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98","FAN_217","III",62,28.7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,0,0,0,0,0,69,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99","FAN_218","III",176,121.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100","FAN_219","III",247,274.9,2,3,0,0,0,0,0,7,0,3,0,2,0,0,0,6,0,0,0,4,0,0,1,7,13,6,3,1,0,0,0,0,527,0,0,0,209,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"101","FAN_220","III",19,13.6,1,0,0,0,21,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,1,0,0,0,57,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","FAN_221","III",317,192.1,4,0,0,0,145,0,0,15,0,1,0,3,0,0,1,7,0,0,0,4,0,0,1,17,19,18,0,1,0,0,0,2,378,1,0,1,108,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","FAN_222","III",599,204.6,2,0,0,0,110,0,0,15,0,0,0,7,0,0,0,5,0,0,0,1,0,0,0,0,21,11,0,1,2,0,0,0,69,0,0,0,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","FAN_223",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","FAN_224","III",176,132.2,2,0,0,0,59,0,0,8,0,1,0,4,0,0,0,1,0,0,0,8,0,0,0,5,4,3,2,0,0,0,0,0,147,0,0,0,62,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"106","FAN_225","III",31,27.6,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,21,0,0,0,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","FAN_226","III",220,182,1,0,0,0,82,0,0,6,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,12,3,1,0,0,0,0,0,275,0,0,0,80,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","FAN_227","III",25,20.3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109","FAN_228","III",54,50.6,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,42,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","FAN_229","III",250,127.1,0,1,0,0,33,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111","FAN_230","III",529,491.3,0,3,0,0,33,0,0,2,0,0,0,4,0,0,0,1,0,0,0,4,0,0,0,2,9,4,0,0,0,0,0,0,355,0,0,0,180,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112","FAS_100","VII",30,135.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,56,0,0,3,5,14,0,0,0,4,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,49,0,42,14,0,0,1,0
"113","FAS_101","VII",69,78,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,10,2,0,0,0,1,0,1,0,4,0,0,0,1,0,0,0,2,0,0,0,0,0,3,1,6,0,6,1,0,0,0,0
"114","FAS_102","VII",89,165.6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,11,26,1,0,2,0,8,0,0,0,2,0,0,0,1,0,0,0,14,0,0,0,0,0,2,0,10,0,12,2,0,0,0,0
"115","FAS_103","VII",100,250,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,20,13,3,0,1,0,4,0,1,0,13,0,1,0,2,0,0,0,4,3,0,0,0,0,0,0,8,0,8,2,0,0,0,0
"116","FAS_104","VII",73,357.9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,83,45,0,0,3,17,24,0,4,0,6,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,39,0,39,9,0,0,2,3
"117","FAS_105","VII",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","FAS_106","VII",17,250,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,10,10,1,0,3,10,11,1,0,0,14,0,0,0,10,0,0,0,14,0,0,0,0,0,2,0,15,0,10,5,0,1,0,0
"119","FAS_107","VII",46,279.9,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,8,15,0,0,0,2,4,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,0,0,3,0,12,0,7,5,0,0,0,0
"120","FAS_108","VII",27,77.8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,5,9,3,0,0,2,2,0,1,0,16,0,0,0,18,0,0,0,10,0,0,0,0,0,0,0,11,0,3,8,0,0,0,0
"121","FAS_109","VII",167,285.3,0,1,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,6,13,2,2,0,3,0,2,0,1,0,0,0,0,0,5,0,0,0,5,1,0,0,0,0,0,0,3,0,3,0,0,0,1,0
"122","FAS_110","VII",60,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
"123","FAS_111","VII",82,99.4,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,5,11,0,0,0,0,1,0,6,0,4,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0
"124","FAS_112","VII",145,35.7,0,0,0,0,0,0,0,0,0,0,0,3,0,35,0,0,0,0,4,4,0,1,1,0,0,0,13,0,14,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0
"125","FAS_113","VII",91,12.1,0,2,0,0,0,1,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126","FAS_114","VII",82,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"127","FAS_115",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128","FAS_116","VII",432,196.8,0,1,0,0,2,5,0,0,0,0,0,7,0,10,0,0,0,0,2,15,2,0,0,0,2,0,12,0,5,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0
"129","FAS_117","VII",586,237.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,18,16,1,0,2,0,1,0,16,0,2,0,0,2,0,0,0,0,1,1,0,0,0,0,10,0,21,0,21,4,0,0,0,0
"130","FAS_118","VII",216,75.7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,4,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,15,0,10,5,0,0,0,0
"131","FAS_119","VII",185,88.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,4,1,0,1,2,1,0,11,0,0,0,0,0,5,0,0,0,5,1,0,0,0,0,0,0,12,0,11,2,0,0,0,0
"132","FAS_120","VII",308,414.1,0,2,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,21,23,5,0,0,18,7,0,8,0,11,0,0,0,0,0,0,0,24,1,0,0,0,0,1,0,37,7,24,0,0,2,4,0
"133","FAS_121","VII",62,360.2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,30,9,5,0,0,10,4,0,6,0,11,0,0,0,0,0,4,0,27,0,0,0,0,0,0,0,26,0,28,1,0,0,4,0
"134","FAS_122","VII",308,385.3,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,3,6,0,0,8,2,0,3,0,25,0,0,0,0,0,1,0,14,0,0,0,0,0,2,0,5,0,4,1,0,0,1,1
"135","FAS_123","VII",278,453.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,23,6,5,0,0,0,0,0,9,0,20,0,0,0,1,0,1,0,18,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0
"136","FAS_124","VII",301,284.1,0,1,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,13,6,2,0,1,2,0,3,12,0,1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,3,0,3,1,0,0,1,0
"137","FAS_125","VII",34,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138","FAS_126","VII",126,55.7,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,8,4,0,0,0,0,2,0,1,0,5,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0
"139","FAS_127",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140","FAS_128","VII",216,10.7,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0
"141","FAS_129",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","FAS_130","VI/VII",222,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"143","FAS_131","VI/VII",203,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","FAS_132","VI/VII",58,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","FAS_133","VI",35,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","FAS_134","VI",73,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","FAS_135","VI",65,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","FAS_136","VI",173,7.1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149","FAS_137","VI",151,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150","FAS_138","VI",86,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","FAS_139","VI",108,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152","FAS_140","VI",121,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153","FAS_141","VI",6,2.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154","FAS_142",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155","FAS_143","VI",154,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"156","FAS_144","VI",123,13.7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157","FAS_145","VI",401,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,11,0,0,0,2,0
"158","FAS_146","V/VI",308,8.3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159","FAS_147",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160","FAS_148","V",154,20.8,0,1,0,0,16,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"161","FAS_149","V",163,10.7,0,2,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"162","FAS_150","V",10,59.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"163","FAS_151","V",463,48.9,1,2,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164","FAS_152",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165","FAS_153","V",103,16.8,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166","FAS_154","V",243,71.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167","FAS_155","V",59,54.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"168","FAS_156","V",390,59.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","FAS_157","V",50,67.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170","FAS_158","V",18,23.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"171","FAS_159","V",184,20.2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"172","FAS_160","IV/V",18,5.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173","FAS_161","IV/V",21,144.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174","FAS_162","IV/V",51,255.7,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,2,5,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"175","FAS_163","IV/V",42,30.9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176","FAS_164","IV/V",21,79.2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177","FAS_165","IV/V",53,83.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,18,0,1,0,0,0,15,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178","FAS_166","IV/V",41,92.1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,17,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179","FAS_167","IV/V",42,72.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,12,0,0,0,0,0,2,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"180","FAS_168","IV",84,101.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,82,0,0,0,0,0,13,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
