Row,Unit,Zone,Liters,Tot_Flot_g,species,complete,Frags.,species_group
924,180,III,214,352.1,Hordeum vulgare ssp.,NA,5,Hordeum vulgare
925,181,III,151,59,Cruciferae sp.,1,NA,Cruciferae sp.
926,181,III,151,59,Capparis sp.,1,NA,Capparis sp.
927,181,III,151,59,Malva parviflora,1,NA,Malva parviflora
928,181,III,151,59,Pistacia cf. lentiscus,140,NA,Pistacia cf. lentiscus
929,181,III,151,59,Lens sp.,2,NA,Lens sp.
930,181,III,151,59,Leguminosae,7,NA,Leguminosae
931,181,III,151,59,Prunus amygdalus,27,NA,Prunus amygdalus
932,181,III,151,59,Pyrus amygdaliformis,12,NA,Pyrus amygdaliformis
933,181,III,151,59,cf. Colchicum/Polygonatum,1,NA,cf. Colchicum/Polygonatum
934,181,III,151,59,Avena sp.,18,NA,Avena sp.
935,182,III,381,252.3,Adonis sp.,1,NA,Adonis sp.
936,182,III,381,252.3,Capparis sp.,3,NA,Capparis sp.
937,182,III,381,252.3,Malva parviflora,1,NA,Malva parviflora
938,182,III,381,252.3,Pistacia cf. lentiscus,144,NA,Pistacia cf. lentiscus
939,182,III,381,252.3,Lens sp.,11,NA,Lens sp.
940,182,III,381,252.3,Leguminosae,6,NA,Leguminosae
941,182,III,381,252.3,Prunus amygdalus,86,NA,Prunus amygdalus
942,182,III,381,252.3,Pyrus amygdaliformis,24,NA,Pyrus amygdaliformis
943,182,III,381,252.3,cf. Colchicum/Polygonatum,2,NA,cf. Colchicum/Polygonatum
944,182,III,381,252.3,Avena sp.,33,NA,Avena sp.
945,182,III,381,252.3,Hordeum vulgare ssp.,7,NA,Hordeum vulgare
946,183,III,143,79.4,Adonis sp.,2,NA,Adonis sp.
947,183,III,143,79.4,Fumaria sp.,3,NA,Fumaria sp.
948,183,III,143,79.4,Cruciferae sp.,2,NA,Cruciferae sp.
949,183,III,143,79.4,Capparis sp.,1,NA,Capparis sp.
950,183,III,143,79.4,Malva parviflora,1,NA,Malva parviflora
951,183,III,143,79.4,Pistacia cf. lentiscus,51,NA,Pistacia cf. lentiscus
952,183,III,143,79.4,Lens sp.,5,NA,Lens sp.
953,183,III,143,79.4,large Pisum sp.,2,NA,large Pisum sp.
954,183,III,143,79.4,Prunus amygdalus,50,NA,Prunus amygdalus
955,183,III,143,79.4,Pyrus amygdaliformis,21,NA,Pyrus amygdaliformis
956,183,III,143,79.4,Lithospermum arvense,1,NA,Lithospermum
957,183,III,143,79.4,Liliaceae sp.,3,NA,Liliaceae sp.
958,183,III,143,79.4,cf. Colchicum/Polygonatum,2,NA,cf. Colchicum/Polygonatum
959,183,III,143,79.4,Avena sp.,34,NA,Avena sp.
960,183,III,143,79.4,Hordeum vulgare ssp.,3,NA,Hordeum vulgare
961,184,III,450,433.2,Adonis sp.,3,NA,Adonis sp.
962,184,III,450,433.2,Fumaria sp.,1,NA,Fumaria sp.
963,184,III,450,433.2,Cruciferae sp.,2,NA,Cruciferae sp.
964,184,III,450,433.2,Capparis sp.,11,NA,Capparis sp.
965,184,III,450,433.2,Malva parviflora,1,NA,Malva parviflora
966,184,III,450,433.2,Pistacia cf. lentiscus,320,NA,Pistacia cf. lentiscus
967,184,III,450,433.2,Vteia/Lathyrus sp. no. I,3,NA,Vicia/Lathyrus sp.
968,184,III,450,433.2,Lens sp.,13,NA,Lens sp.
969,184,III,450,433.2,Pisum/Vicia sp.,1,NA,Pisum/Vicia sp.
970,184,III,450,433.2,Leguminosae,7,NA,Leguminosae
971,184,III,450,433.2,Leguminosae,9,NA,Leguminosae
972,184,III,450,433.2,Leguminosae,3,NA,Leguminosae
973,184,III,450,433.2,Prunus amygdalus,130,NA,Prunus amygdalus
974,184,III,450,433.2,Lithospermum arvense,2,NA,Lithospermum
975,184,III,450,433.2,Liliaceae sp.,4,NA,Liliaceae sp.
976,184,III,450,433.2,Phalaris sp.,2,NA,Phalaris sp.
977,184,III,450,433.2,Avena sp.,92,NA,Avena sp.
978,184,III,450,433.2,Hordeum vulgare ssp.,6,NA,Hordeum vulgare
979,185,III,346,269.1,Fumaria sp.,2,NA,Fumaria sp.
980,185,III,346,269.1,Cruciferae sp.,4,NA,Cruciferae sp.
981,185,III,346,269.1,Capparis sp.,13,NA,Capparis sp.
982,185,III,346,269.1,Pistacia cf. lentiscus,135,NA,Pistacia cf. lentiscus
983,185,III,346,269.1,Lens sp.,6,NA,Lens sp.
984,185,III,346,269.1,Leguminosae,4,NA,Leguminosae
985,185,III,346,269.1,Prunus amygdalus,37,NA,Prunus amygdalus
986,185,III,346,269.1,Pyrus amygdaliformis,24,NA,Pyrus amygdaliformis
987,185,III,346,269.1,Calendula sp.,1,NA,Calendula sp.
988,185,III,346,269.1,Lithospermum arvense,7,NA,Lithospermum
989,185,III,346,269.1,Uthospennum dlicinale,1,NA,Uthospennum dlicinale
990,185,III,346,269.1,Liliaceae sp.,6,NA,Liliaceae sp.
991,185,III,346,269.1,Avena sp.,64,NA,Avena sp.
992,185,III,346,269.1,Hordeum vulgare ssp.,3,NA,Hordeum vulgare
993,186,III,277,212.6,Cruciferae sp.,3,NA,Cruciferae sp.
994,186,III,277,212.6,Capparis sp.,5,NA,Capparis sp.
995,186,III,277,212.6,Malva parviflora,1,NA,Malva parviflora
996,186,III,277,212.6,Pistacia cf. lentiscus,224,NA,Pistacia cf. lentiscus
997,186,III,277,212.6,Lens sp.,2,NA,Lens sp.
998,186,III,277,212.6,Lathyrus sp.,1,NA,Lathyrus sp.
999,186,III,277,212.6,Leguminosae,2,NA,Leguminosae
1000,186,III,277,212.6,Leguminosae,1,NA,Leguminosae
1001,186,III,277,212.6,Prunus amygdalus,72,NA,Prunus amygdalus
1002,186,III,277,212.6,Phalaris sp.,1,NA,Phalaris sp.
1003,186,III,277,212.6,Avena sp.,13,NA,Avena sp.
1004,186,III,277,212.6,Hordeum vulgare ssp.,NA,1,Hordeum vulgare
1005,186,III,277,212.6,seed indet.,NA,14,NA
1006,187,III,277,250.3,Adonis sp.,1,NA,Adonis sp.
1007,187,III,277,250.3,Cruciferae sp.,7,NA,Cruciferae sp.
1008,187,III,277,250.3,Capparis sp.,1,NA,Capparis sp.
1009,187,III,277,250.3,Pistacia cf. lentiscus,122,NA,Pistacia cf. lentiscus
1010,187,III,277,250.3,Lens sp.,7,NA,Lens sp.
1011,187,III,277,250.3,Leguminosae,3,NA,Leguminosae
1012,187,III,277,250.3,Leguminosae,6,NA,Leguminosae
1013,187,III,277,250.3,Prunus amygdalus,99,NA,Prunus amygdalus
1014,187,III,277,250.3,Pyrus amygdaliformis,23,NA,Pyrus amygdaliformis
1015,187,III,277,250.3,Lithospermum arvense,2,NA,Lithospermum
1016,187,III,277,250.3,Liliaceae sp.,2,NA,Liliaceae sp.
1017,187,III,277,250.3,Avena sp.,36,NA,Avena sp.
1018,187,III,277,250.3,Hordeum vulgare ssp.,1,NA,Hordeum vulgare
1019,188,III,277,372.5,Adonis sp.,2,NA,Adonis sp.
1020,188,III,277,372.5,Pistacia cf. lentiscus,227,NA,Pistacia cf. lentiscus
1021,188,III,277,372.5,Lens sp.,6,NA,Lens sp.
1022,188,III,277,372.5,Leguminosae,NA,6,Leguminosae
1023,188,III,277,372.5,Prunus amygdalus,1,NA,Prunus amygdalus
1024,188,III,277,372.5,Pyrus amygdaliformis,37,NA,Pyrus amygdaliformis
1025,188,III,277,372.5,cf. Colchicum/Polygonatum,1,NA,cf. Colchicum/Polygonatum
1026,188,III,277,372.5,Avena sp.,4,NA,Avena sp.
1027,188,III,277,372.5,Hordeum vulgare ssp.,3,NA,Hordeum vulgare
1028,188,III,277,372.5,culm node indet.,1,NA,NA
1029,189,III,346,210,Adonis sp.,1,NA,Adonis sp.
1030,189,III,346,210,Fumaria sp.,1,NA,Fumaria sp.
1031,189,III,346,210,Cruciferae sp.,1,NA,Cruciferae sp.
1032,189,III,346,210,Capparis sp.,1,NA,Capparis sp.
1033,189,III,346,210,Polygonum sp.,2,NA,Polygonum sp.
1034,189,III,346,210,Pistacia cf. lentiscus,359,NA,Pistacia cf. lentiscus
1035,189,III,346,210,Lens sp.,10,NA,Lens sp.
1036,189,III,346,210,Pisum/Vicia sp.,1,NA,Pisum/Vicia sp.
1037,189,III,346,210,Leguminosae,8,NA,Leguminosae
1038,189,III,346,210,Leguminosae,5,NA,Leguminosae
1039,189,III,346,210,Prunus amygdalus,80,NA,Prunus amygdalus
1040,189,III,346,210,Pyrus amygdaliformis,16,2,Pyrus amygdaliformis
1041,189,III,346,210,Lithospermum arvense,3,NA,Lithospermum
1042,189,III,346,210,Celtis cf. tournifortii,1,NA,Celtis cf. tournifortii
1043,189,III,346,210,Phalaris sp.,1,NA,Phalaris sp.
1044,189,III,346,210,Avena sp.,61,NA,Avena sp.
1045,189,III,346,210,Hordeum vulgare ssp.,2,NA,Hordeum vulgare
1046,190,III,312,267.9,Cruciferae sp.,6,NA,Cruciferae sp.
1047,190,III,312,267.9,Capparis sp.,1,NA,Capparis sp.
1048,190,III,312,267.9,Pistacia cf. lentiscus,343,NA,Pistacia cf. lentiscus
1049,190,III,312,267.9,Lens sp.,3,NA,Lens sp.
1050,190,III,312,267.9,Medicago sp.,1,NA,Medicago sp.
1051,190,III,312,267.9,Leguminosae,3,NA,Leguminosae
1052,190,III,312,267.9,Leguminosae,2,NA,Leguminosae
1053,190,III,312,267.9,Prunus amygdalus,83,NA,Prunus amygdalus
1054,190,III,312,267.9,Pyrus amygdaliformis,11,NA,Pyrus amygdaliformis
1055,190,III,312,267.9,Avena sp.,29,NA,Avena sp.
1056,190,III,312,267.9,Hordeum vulgare ssp.,NA,3,Hordeum vulgare
1057,191,III,381,449.5,Cruciferae sp.,6,NA,Cruciferae sp.
1058,191,III,381,449.5,Capparis sp.,1,NA,Capparis sp.
1059,191,III,381,449.5,Pistacia cf. lentiscus,906,NA,Pistacia cf. lentiscus
1060,191,III,381,449.5,Lens sp.,2,NA,Lens sp.
1061,191,III,381,449.5,Medicago sp.,2,NA,Medicago sp.
1062,191,III,381,449.5,Leguminosae,5,NA,Leguminosae
1063,191,III,381,449.5,Leguminosae,1,NA,Leguminosae
1064,191,III,381,449.5,Prunus amygdalus,133,NA,Prunus amygdalus
1065,191,III,381,449.5,Pyrus amygdaliformis,7,NA,Pyrus amygdaliformis
1066,191,III,381,449.5,Avena sp.,114,NA,Avena sp.
1067,191,III,381,449.5,Hordeum vulgare ssp.,2,11,Hordeum vulgare
1068,192,III,346,409.5,Adonis sp.,1,NA,Adonis sp.
1069,192,III,346,409.5,Fumaria sp.,2,NA,Fumaria sp.
1070,192,III,346,409.5,Cruciferae sp.,11,NA,Cruciferae sp.
1071,192,III,346,409.5,Capparis sp.,2,NA,Capparis sp.
1072,192,III,346,409.5,Polygonum sp.,3,NA,Polygonum sp.
1073,192,III,346,409.5,Malva parviflora,1,NA,Malva parviflora
1074,192,III,346,409.5,Vitis vinifera ssp. sylvestris,1,NA,Vitis vinifera ssp. sylvestris
1075,192,III,346,409.5,Pistacia cf. lentiscus,808,NA,Pistacia cf. lentiscus
1076,192,III,346,409.5,Lens sp.,18,NA,Lens sp.
1077,192,III,346,409.5,Medicago sp.,1,NA,Medicago sp.
1078,192,III,346,409.5,Leguminosae,1,NA,Leguminosae
1079,192,III,346,409.5,Prunus amygdalus,170,NA,Prunus amygdalus
1080,192,III,346,409.5,Pyrus amygdaliformis,10,NA,Pyrus amygdaliformis
1081,192,III,346,409.5,Alkanna sp.,3,NA,Alkanna sp.
1082,192,III,346,409.5,Liliaceae sp.,3,NA,Liliaceae sp.
1083,192,III,346,409.5,cf. Colchicum/Polygonatum,1,NA,cf. Colchicum/Polygonatum
1084,192,III,346,409.5,Phalaris sp.,1,NA,Phalaris sp.
1085,192,III,346,409.5,Avena sp.,349,NA,Avena sp.
1086,192,III,346,409.5,Hordeum vulgare ssp.,1,19,Hordeum vulgare
1087,193,III,30,28.2,Pistacia cf. lentiscus,222,NA,Pistacia cf. lentiscus
1088,193,III,30,28.2,Prunus amygdalus,20,NA,Prunus amygdalus
1089,193,III,30,28.2,Pyrus amygdaliformis,2,NA,Pyrus amygdaliformis
1090,193,III,30,28.2,Alkanna sp.,1,NA,Alkanna sp.
1091,193,III,30,28.2,Monocotyledonae capsule,1,NA,Monocotyledonae capsule
1092,193,III,30,28.2,Avena sp.,11,NA,Avena sp.
1093,193,III,30,28.2,Hordeum vulgare ssp.,1,NA,Hordeum vulgare
1094,194,III,28,57.8,Cruciferae sp.,3,NA,Cruciferae sp.
1095,194,III,28,57.8,Capparis sp.,1,NA,Capparis sp.
1096,194,III,28,57.8,Malva parviflora,1,NA,Malva parviflora
1097,194,III,28,57.8,Pistacia cf. lentiscus,522,NA,Pistacia cf. lentiscus
1098,194,III,28,57.8,Lathyrus sp.,1,NA,Lathyrus sp.
1099,194,III,28,57.8,Lens sp.,10,NA,Lens sp.
1100,194,III,28,57.8,Leguminosae,9,NA,Leguminosae
1101,194,III,28,57.8,Prunus amygdalus,38,NA,Prunus amygdalus
1102,194,III,28,57.8,Pyrus amygdaliformis,6,NA,Pyrus amygdaliformis
1103,194,III,28,57.8,Alkanna sp.,2,NA,Alkanna sp.
1104,194,III,28,57.8,Avena sp.,213,NA,Avena sp.
1105,194,III,28,57.8,Hordeum vulgare ssp.,1,18,Hordeum vulgare
1106,195,III,440,197.3,Prunus amygdalus,30,NA,Prunus amygdalus
1107,195,III,440,197.3,no flot,NA,NA,NA
1108,196,III,554,213.9,Fumaria sp.,1,NA,Fumaria sp.
1109,196,III,554,213.9,Cruciferae sp.,1,NA,Cruciferae sp.
1110,196,III,554,213.9,Pistacia cf. lentiscus,85,NA,Pistacia cf. lentiscus
1111,196,III,554,213.9,Lens sp.,5,NA,Lens sp.
1112,196,III,554,213.9,Pisum/Vicia sp.,1,NA,Pisum/Vicia sp.
1113,196,III,554,213.9,Leguminosae,10,NA,Leguminosae
1114,196,III,554,213.9,Prunus amygdalus,26,NA,Prunus amygdalus
1115,196,III,554,213.9,Pyrus amygdaliformis,12,NA,Pyrus amygdaliformis
1116,196,III,554,213.9,Galium sp.,1,NA,Galium sp.
1117,196,III,554,213.9,Lithospermum arvense,5,NA,Lithospermum
1118,196,III,554,213.9,Avena sp.,84,NA,Avena sp.
1119,196,III,554,213.9,Hordeum vulgare ssp.,5,NA,Hordeum vulgare
1120,196,III,554,213.9,seed indet.,NA,8,NA
1121,197,III,226,81.6,Prunus amygdalus,24,NA,Prunus amygdalus
1122,198,III,208,98.5,Pistacia cf. lentiscus,27,NA,Pistacia cf. lentiscus
1123,198,III,208,98.5,Lens sp.,2,NA,Lens sp.
1124,198,III,208,98.5,Leguminosae,2,NA,Leguminosae
1125,198,III,208,98.5,Leguminosae,1,NA,Leguminosae
1126,198,III,208,98.5,Prunus amygdalus,11,NA,Prunus amygdalus
1127,198,III,208,98.5,Pyrus amygdaliformis,13,NA,Pyrus amygdaliformis
1128,198,III,208,98.5,Calendula sp.,1,NA,Calendula sp.
1129,198,III,208,98.5,Alkanna sp.,1,NA,Alkanna sp.
1130,198,III,208,98.5,Avena sp.,60,NA,Avena sp.
1131,198,III,208,98.5,Hordeum vulgare ssp.,5,NA,Hordeum vulgare
1132,199,II/III,242,59.6,Pistacia cf. lentiscus,1,NA,Pistacia cf. lentiscus
1133,199,II/III,242,59.6,Leguminosae,2,NA,Leguminosae
1134,199,II/III,242,59.6,Prunus amygdalus,5,NA,Prunus amygdalus
1135,199,II/III,242,59.6,Lithospermum arvense,1,NA,Lithospermum
1136,199,II/III,242,59.6,cf. Colchicum/Polygonatum,2,NA,cf. Colchicum/Polygonatum
1137,199,II/III,242,59.6,Avena sp.,4,NA,Avena sp.
1138,199,II/III,242,59.6,culm node indet.,1,NA,NA
1139,200,II/III,208,54,Pistacia cf. lentiscus,NA,3,Pistacia cf. lentiscus
1140,200,II/III,208,54,Leguminosae,1,NA,Leguminosae
1141,200,II/III,208,54,Prunus amygdalus,12,NA,Prunus amygdalus
1142,200,II/III,208,54,Pyrus amygdaliformis,2,12,Pyrus amygdaliformis
1143,200,II/III,208,54,Lithospermum arvense,1,NA,Lithospermum
1144,201,II/III,141,19.7,Pistacia cf. lentiscus,NA,3,Pistacia cf. lentiscus
1145,201,II/III,141,19.7,Prunus amygdalus,2,NA,Prunus amygdalus
1146,201,II/III,141,19.7,Lithospermum arvense,1,25,Lithospermum
1147,202,II/III,277,67.4,Pistacia cf. lentiscus,NA,1,Pistacia cf. lentiscus
1148,202,II/III,277,67.4,Lens sp.,2,NA,Lens sp.
1149,202,II/III,277,67.4,Leguminosae,1,NA,Leguminosae
1150,202,II/III,277,67.4,Prunus amygdalus,3,NA,Prunus amygdalus
1151,202,II/III,277,67.4,Alkanna sp.,1,NA,Alkanna sp.
1152,203,I/III,366,64.7,Malva parviflora,1,NA,Malva parviflora
1153,203,I/III,366,64.7,Pistacia cf. lentiscus,1,NA,Pistacia cf. lentiscus
1154,203,I/III,366,64.7,Lens sp.,1,NA,Lens sp.
1155,203,I/III,366,64.7,Prunus amygdalus,2,NA,Prunus amygdalus
1156,203,I/III,366,64.7,Alkanna sp.,1,NA,Alkanna sp.
1157,203,I/III,366,64.7,Avena sp.,5,NA,Avena sp.
1158,204,I/III,312,17.7,Prunus amygdalus,NA,1,Prunus amygdalus
1159,204,I/III,312,17.7,Submitted for C14 dating,NA,NA,Submitted for C14 dating
1160,205,II,381,19.7,Pistacia cf. lentiscus,3,NA,Pistacia cf. lentiscus
1161,205,II,381,19.7,Leguminosae,1,NA,Leguminosae
1162,205,II,381,19.7,Prunus amygdalus,2,NA,Prunus amygdalus
1163,205,II,381,19.7,Lithospermum arvense,8,NA,Lithospermum
1164,205,II,381,19.7,Alkanna sp.,8,NA,Alkanna sp.
1165,205,II,381,19.7,Avena sp.,NA,1,Avena sp.
1166,206,Ib,277,9.8,Leguminosae,1,NA,Leguminosae
1167,206,Ib,277,9.8,Pyrus amygdaliformis,1,NA,Pyrus amygdaliformis
1168,206,Ib,277,9.8,Lithospermum arvense,12,NA,Lithospermum
1169,206,Ib,277,9.8,Alkanna sp.,9,NA,Alkanna sp.
1170,206,Ib,277,9.8,Avena sp.,1,NA,Avena sp.
1171,207,Ib,298,6.7,Lithospermum arvense,1,NA,Lithospermum
1172,207,Ib,298,6.7,Alkanna sp.,5,NA,Alkanna sp.
1173,208,Ib,797,10.1,Lathyrus sp.,1,NA,Lathyrus sp.
1174,208,Ib,797,10.1,Pyrus amygdaliformis,1,NA,Pyrus amygdaliformis
1175,208,Ib,797,10.1,Lithospermum arvense,179,NA,Lithospermum
1176,209,Ib,624,2.2,Lithospermum arvense,108,NA,Lithospermum
1177,209,Ib,624,2.2,Anchusa sp.,1,NA,Anchusa sp.
1178,209,Ib,624,2.2,Alkanna sp.,49,NA,Alkanna sp.
1179,210,NA,244,0,NA,NA,NA,NA
1180,211,Ib,15,1.1,Lithospermum arvense,41,NA,Lithospermum
1181,211,Ib,15,1.1,Anchusa sp.,5,NA,Anchusa sp.
1182,211,Ib,15,1.1,Alkanna sp.,49,NA,Alkanna sp.
1183,212,Ib,488,3.6,Lithospermum arvense,301,NA,Lithospermum
1184,212,Ib,488,3.6,Anchusa sp.,1,NA,Anchusa sp.
1185,212,Ib,488,3.6,Alkanna sp.,11,NA,Alkanna sp.
1186,213,Ib,107,0.8,Pistacia cf. lentiscus,1,NA,Pistacia cf. lentiscus
1187,213,Ib,107,0.8,Lithospermum arvense,17,NA,Lithospermum
1188,213,Ib,107,0.8,Anchusa sp.,6,NA,Anchusa sp.
1189,213,Ib,107,0.8,Alkanna sp.,24,NA,Alkanna sp.
1190,214,Ib,391,1.4,Lithospermum arvense,72,NA,Lithospermum
1191,214,Ib,391,1.4,Alkanna sp.,91,NA,Alkanna sp.
1192,215,Ib,77,1.3,Lithospermum arvense,93,NA,Lithospermum
1193,215,Ib,77,1.3,Alkanna sp.,113,NA,Alkanna sp.
1194,216,Ib,90,2.5,Pistacia cf. lentiscus,2,NA,Pistacia cf. lentiscus
1195,216,Ib,90,2.5,Lithospermum arvense,881,NA,Lithospermum
1196,216,Ib,90,2.5,Anchusa sp.,3,NA,Anchusa sp.
1197,216,Ib,90,2.5,Alkanna sp.,13,NA,Alkanna sp.
1198,217,Ib,179,4,Pistacia cf. lentiscus,NA,3,Pistacia cf. lentiscus
1199,217,Ib,179,4,Lithospermum arvense,576,NA,Lithospermum
1200,217,Ib,179,4,Anchusa sp.,1,NA,Anchusa sp.
1201,217,Ib,179,4,Alkanna sp.,278,NA,Alkanna sp.
1202,218,Ia,213,0.2,Lithospermum arvense,25,NA,Lithospermum
1203,218,Ia,213,0.2,Alkanna sp.,46,NA,Alkanna sp.
1204,219,Ia,672,0.8,Lithospermum arvense,35,NA,Lithospermum
1205,219,Ia,672,0.8,Anchusa sp.,1,NA,Anchusa sp.
1206,219,Ia,672,0.8,Alkanna sp.,203,NA,Alkanna sp.
1207,220,Ia,213,1.2,Lithospermum arvense,99,NA,Lithospermum
1208,220,Ia,213,1.2,Alkanna sp.,313,NA,Alkanna sp.
1209,221,Ia,315,1.6,Lithospermum arvense,148,NA,Lithospermum
1210,221,Ia,315,1.6,Alkanna sp.,284,NA,Alkanna sp.
1211,222,Ia,316,2,Lithospermum arvense,49,NA,Lithospermum
1212,222,Ia,316,2,Alkanna sp.,559,NA,Alkanna sp.
1213,223,Ia,693,3.5,Lithospermum arvense,31,NA,Lithospermum
1214,223,Ia,693,3.5,Alkanna sp.,1088,NA,Alkanna sp.
1215,224,Ia,561,2.7,Lithospermum arvense,167,NA,Lithospermum
1216,224,Ia,561,2.7,Alkanna sp.,747,NA,Alkanna sp.
1217,225,Ia,416,3.4,Lithospermum arvense,159,NA,Lithospermum
1218,225,Ia,416,3.4,Alkanna sp.,1023,NA,Alkanna sp.
1219,226,Ia,866,5.9,Lithospermum arvense,248,NA,Lithospermum
1220,226,Ia,866,5.9,Anchusa sp.,1,NA,Anchusa sp.
1221,226,Ia,866,5.9,Alkanna sp.,2001,NA,Alkanna sp.
1222,227,Ia,146,0.7,Lithospermum arvense,7,NA,Lithospermum
1223,227,Ia,146,0.7,Alkanna sp.,152,NA,Alkanna sp.